Field1,DEM,ppt_inches,tmax_c,tmean_c,tmin_c,soil
5518,523.905,808.7,10.4392,4.46583,-1.5075,"Wabeno silt loam, 1 to 6 percent slopes, very stony"
5519,537.383,814.55,10.4008,4.45333,-1.49417,"Wabeno silt loam, 6 to 18 percent slopes, very stony"
5520,487.863,796.88,10.3983,4.36458,-1.66917,"Pence sandy loam, very deep water table, 1 to 6 percent slopes"
5521,494.524,781.86,10.2967,4.26458,-1.7675,"Karlin-Keweenaw-Sarona, dense substratum, complex, 6 to 25 percent slopes"
5522,466.504,754.2,10.3175,4.29208,-1.73333,"Karlin-Keweenaw-Sarona, dense substratum, complex, 1 to 6 percent slopes"
5523,356.82,733.75,10.9283,4.49542,-1.9375,"Kellogg-Stutts-Amnicon complex, 0 to 4 percent slopes"
5524,354.097,743.75,10.9083,4.54625,-1.81583,"Schaat Creek clay loam, 0 to 1 percent slopes, frequently flooded"
5525,402.169,777.96,10.67,4.65208,-1.36583,"Zandi-Stutts complex, 6 to 18 percent slopes"
5526,345.324,800.57,10.8442,4.91083,-1.0225,"Evart silt loam, 0 to 1 percent slopes, frequently flooded"
5527,329.263,818.08,10.9483,5.04833,-0.85167,"Liminga fine sand, 8 to 15 percent slopes"
5528,379.966,828.23,10.7042,4.95667,-0.79083,"Graveraet fine sandy loam, 8 to 15 percent slopes, stony"
5529,313.468,812.69,10.9633,5.37167,-0.22,"Histosols and Aquents, 0 to 1 percent slopes, ponded"
5530,185.027,773.94,10.635,5.56875,0.5025,"Moquah-Arnheim complex, 0 to 3 percent slopes, frequently flooded"
5531,283.439,908.46,14.0558,8.66583,3.27583,NA
5532,297.076,905.75,13.9867,8.60917,3.23167,"Miami loam, sandy loam substratum, 6 to 12 percent slopes, eroded"
5533,260.837,901.89,13.975,8.59208,3.20917,Houghton muck
5534,317.262,897.59,13.8717,8.56375,3.25583,"Dodge silt loam, 2 to 6 percent slopes"
5535,258.549,893.03,13.8667,8.55792,3.24917,Sebewa silt loam
5536,266.068,894.17,13.8625,8.4525,3.0425,"Casco-Rodman complex, 20 to 30 percent slopes, eroded"
5537,261.762,908.57,13.8417,8.40792,2.97417,Colwood silt loam
5538,262.043,909.41,13.765,8.31042,2.85583,"Matherton sandy loam, 1 to 3 percent slopes"
5539,261.12,903.5,13.7067,8.27167,2.83667,"Houghton muck, 0 to 2 percent slopes"
5540,261.376,895.27,13.5808,8.1875,2.79417,Water
5541,275.149,876.31,13.3808,7.98833,2.59583,"Mayville silt loam, 2 to 6 percent slopes"
5542,308.199,862.06,13.2192,7.83083,2.4425,"Kidder loam, 12 to 18 percent slopes, eroded"
5543,273.726,850.06,13.3008,7.89208,2.48333,Pella silty clay loam
5544,295.474,845.23,13.0642,7.69792,2.33167,"Lamartine silt loam, 2 to 6 percent slopes"
5545,284.187,839.22,13.0783,7.75625,2.43417,"Elburn silt loam, 0 to 3 percent slopes"
5546,295.213,834.05,12.9717,7.62417,2.27667,"Elburn silt loam, 0 to 3 percent slopes"
5547,347.458,814.98,12.8292,7.37625,1.92333,"St. Charles silt loam, 0 to 2 percent slopes"
5548,260.022,786.03,12.9458,7.80208,2.65833,"Elliott silt loam, 2 to 6 percent slopes"
5549,276.345,769.05,12.9017,7.72667,2.55167,"Lomira silt loam, 12 to 20 percent slopes, severely eroded"
5550,266.715,768.69,12.8542,7.71042,2.56667,"Kewaunee silty clay loam, 2 to 6 percent slopes, eroded"
5551,262.013,768.94,12.6683,7.58292,2.4975,"Hortonville silt loam, 2 to 6 percent slopes"
5552,251.707,769.77,12.7525,7.65875,2.565,"Manawa silty clay loam, 0 to 3 percent slopes"
5553,225.525,773.99,12.8167,7.71333,2.61,Water greater than 40 acres
5554,240.824,787.13,12.7092,7.58917,2.46917,Wauseon silt loam
5555,245.542,792.65,12.6467,7.46917,2.29167,"Hortonville silt loam, 2 to 6 percent slopes"
5556,255.336,800.17,12.6017,7.39167,2.18167,Gravel pits
5557,258.482,801.95,12.67,7.36708,2.06417,"Rousseau loamy fine sand, 2 to 6 percent slopes"
5558,233.69,801.54,12.7467,7.24833,1.75,Pella silt loam
5559,234.668,800.32,12.7067,7.16542,1.62417,Keowns silt loam
5560,240.175,800.4,12.6508,7.08875,1.52667,"Nichols very fine sandy loam, 2 to 6 percent slopes"
5561,239.818,799.86,12.6342,6.99542,1.35667,Waupaca silt loam
5562,272.004,795.12,12.4833,6.72792,0.9725,"Tilleda fine sandy loam, 6 to 12 percent slopes, eroded"
5563,253.958,791.26,12.3875,6.56667,0.74583,Angelica silt loam
5564,283.461,789.93,12.2667,6.40042,0.53417,Markey and Cathro mucks
5565,316.596,785.41,12.1758,6.26417,0.3525,"Frechette fine sandy loam, 6 to 15 percent slopes"
5566,338.615,780.1,11.8183,5.83375,-0.15083,"Kennan fine sandy loam, 6 to 15 percent slopes, very bouldery"
5567,310.07,776.21,11.9533,5.935,-0.08333,"Wayka-Rock outcrop complex, 0 to 4 percent slopes"
5568,343.637,767.3,11.6383,5.59208,-0.45417,Water
5569,398.091,767.69,11.355,5.285,-0.785,"Pence sandy loam, 6 to 15 percent slopes"
5570,426.571,773.42,11.0592,5.05875,-0.94167,"Antigo silt loam, 2 to 6 percent slopes"
5571,426.55,776.3,10.8167,4.92792,-0.96083,"Seelyeville, Cathro, and Markey mucks"
5572,484.695,785.69,10.6958,4.87375,-0.94833,"Stambaugh silt loam, 0 to 6 percent slopes"
5573,512.116,794.76,10.5975,4.78,-1.0375,"Stambaugh silt loam, 0 to 6 percent slopes"
5574,481.006,791.42,10.6933,4.78333,-1.12667,"Padus-Pence sandy loams, 15 to 35 percent slopes"
5575,467.091,784.74,10.8617,4.81667,-1.22833,"Tipler sandy loam, 0 to 3 percent slopes"
5576,482.165,772.4,10.8933,4.66542,-1.5625,"Vanzile silt loam, 0 to 6 percent slopes"
5577,483.762,766.71,10.8733,4.59625,-1.68083,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5578,480.424,768,10.8467,4.55792,-1.73083,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5579,492.44,772.19,10.66,4.46625,-1.7275,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5580,485.025,774.89,10.5258,4.34667,-1.8325,"Worcester sandy loam, 0 to 3 percent slopes"
5581,476.695,784.03,10.465,4.3325,-1.8,Water
5582,499.976,794.86,10.4625,4.41833,-1.62583,"Witbeck muck, 0 to 1 percent slopes, very stony"
5583,494.102,802.51,10.5333,4.41042,-1.7125,"Argonne fine sandy loam, 0 to 6 percent slopes"
5584,463.25,789.18,10.4725,4.3225,-1.8275,"Evart-Tawas complex, 0 to 1 percent slopes, frequently flooded"
5585,493.478,778.05,10.3442,4.25625,-1.83167,"Dawson, Greenwood, and Loxley soils, 0 to 1 percent slopes"
5586,461.985,754.91,10.1933,4.22542,-1.7425,"Lupton and Tawas mucks, 0 to 1 percent slopes"
5587,385.016,734.73,10.7017,4.395,-1.91167,"Lupton and Cathro soils, 0 to 1 percent slopes"
5588,404.882,764.97,10.45,4.44708,-1.55583,"Vilas-Rubicon complex, pitted, 18 to 35 percent slopes"
5589,391.178,778.06,10.4767,4.58167,-1.31333,"Loggerhead loam, 1 to 8 percent slopes"
5590,361.305,797.36,10.795,4.92625,-0.9425,"Graveraet fine sandy loam, 1 to 8 percent slopes, stony"
5591,341.21,815.64,10.8675,5.00292,-0.86167,"Munising loamy fine sand, 1 to 8 percent slopes"
5592,371.59,824.83,10.63,4.94208,-0.74583,"Skanee-Gay complex, 0 to 3 percent slopes"
5593,333.23,832.24,10.8867,5.16667,-0.55333,"Kalkaska-Alcona complex, dissected, 15 to 70 percent slopes"
5594,303.457,807.5,10.585,5.30042,0.01583,"Graveraet-Misery complex, 0 to 8 percent slopes"
5595,246.976,773.71,10.6592,5.58083,0.5025,"Munising loamy fine sand, 1 to 8 percent slopes"
5596,183.017,NA,NA,NA,NA,NA
5597,270.249,904.08,14.0942,8.6875,3.28083,NA
5598,261.938,902.27,14.1283,8.7175,3.30667,"Fox silt loam, 2 to 6 percent slopes"
5599,254.946,893.37,14.025,8.60625,3.1875,Water
5600,302.551,885.85,13.93,8.56,3.19,"Plano silt loam, 2 to 6 percent slopes"
5601,259.065,886.82,13.85,8.54667,3.24333,"Miami loam, sandy loam substratum, 6 to 12 percent slopes, eroded"
5602,244.236,889.97,13.8425,8.435,3.0275,Houghton muck
5603,286.874,892.49,13.6258,8.43375,3.24167,"Fox sandy loam, 6 to 12 percent slopes, eroded"
5604,311.917,891.37,13.3325,8.1375,2.9425,"Casco loam, 2 to 6 percent slopes"
5605,287.334,895.47,13.4642,8.08708,2.71,"Fox silt loam, 2 to 6 percent slopes"
5606,275.023,889.88,13.4675,8.14458,2.82167,"Casco-Rodman complex, 20 to 30 percent slopes"
5607,290.699,867.62,13.2083,7.83458,2.46083,Houghton mucky peat
5608,307.793,838.88,13.0658,7.69292,2.32,"Casco-Rodman complex, 20 to 35 percent slopes"
5609,310.122,835.25,13.0425,7.66292,2.28333,"Lamartine silt loam, 2 to 6 percent slopes"
5610,331.205,839.58,12.86,7.41458,1.96917,"Dodge silt loam, 0 to 2 percent slopes"
5611,318.279,835.66,13.0633,7.69792,2.3325,"Theresa silt loam, 12 to 18 percent slopes, eroded"
5612,289.473,829.94,13.0342,7.68833,2.3425,Pella silty clay loam
5613,332.337,811.65,12.9258,7.50708,2.08833,"Lomira silt loam, 2 to 6 percent slopes, eroded"
5614,289.818,782.85,12.885,7.73708,2.58917,"Milton silt loam, 0 to 2 percent slopes"
5615,232.392,767.29,12.8975,7.875,2.8525,"Kewaunee silty clay loam, 2 to 6 percent slopes"
5616,231.861,767.59,12.8833,7.84958,2.81583,"Manawa silty clay loam, 0 to 3 percent slopes"
5617,228.408,772.71,12.8225,7.77542,2.72833,"Poygan silty clay loam, 0 to 2 percent slopes"
5618,225.507,769.87,12.8317,7.74125,2.65083,Water greater than 40 acres
5619,225.522,781.71,12.8483,7.72042,2.5925,Water greater than 40 acres
5620,231.978,785.21,12.8383,7.68667,2.535,"Neenah silty clay loam, 0 to 3 percent slopes"
5621,240.368,787.01,12.6225,7.49458,2.36667,"Nenno loam, 0 to 3 percent slopes"
5622,264.636,789.44,12.4825,7.45875,2.435,"Hortonville silt loam, 2 to 6 percent slopes"
5623,268.952,791.86,12.5258,7.40792,2.29,"Hortonville silt loam, 6 to 12 percent slopes, eroded"
5624,240.781,797.72,12.635,7.24708,1.85917,"Wainola loamy fine sand, 0 to 3 percent slopes"
5625,232.099,798.57,12.6608,7.15333,1.64583,"Mundelein silt loam, 0 to 3 percent slopes"
5626,241.938,797.9,12.5475,6.96292,1.37833,"Shiocton silt loam, 0 to 3 percent slopes"
5627,244.263,796.52,12.5283,6.90917,1.29,Bach silt loam
5628,250.165,792.88,12.415,6.70375,0.9925,Seelyeville muck
5629,247.89,791.3,12.4817,6.67625,0.87083,Cormant mucky loamy fine sand
5630,255.574,790.82,12.41,6.59667,0.78333,Markey and Cathro mucks
5631,264.827,788.04,12.2867,6.33875,0.39083,"Grayling sand, 0 to 6 percent slopes"
5632,295.618,784.09,12.1167,6.10167,0.08667,"Frechette fine sandy loam, 2 to 6 percent slopes"
5633,313.582,776.9,11.9425,5.89,-0.1625,"Frechette fine sandy loam, 6 to 15 percent slopes"
5634,316.027,772.44,11.9175,5.80458,-0.30833,"Padus fine sandy loam, 1 to 6 percent slopes"
5635,359.504,770.5,11.6433,5.52417,-0.595,"Padus fine sandy loam, 6 to 15 percent slopes"
5636,397.579,771.94,11.37,5.29417,-0.78167,"Pence sandy loam, 15 to 35 percent slopes"
5637,407.505,771.09,11.2967,5.23208,-0.8325,Water
5638,485.167,780.09,10.8517,4.95,-0.95167,"Wabeno-Goodwit silt loams, 1 to 6 percent slopes, very stony"
5639,470.764,786.4,10.8175,4.92042,-0.97667,"Stambaugh silt loam, 0 to 6 percent slopes"
5640,492.478,783.56,10.785,4.80958,-1.16583,"Padus sandy loam, 15 to 35 percent slopes"
5641,468.413,779.44,10.9275,4.83542,-1.25667,"Vanzile silt loam, 0 to 6 percent slopes"
5642,475.508,770.45,10.9692,4.71417,-1.54083,"Stambaugh silt loam, 0 to 6 percent slopes"
5643,465.524,764.69,10.9425,4.6575,-1.6275,"Padus-Pence sandy loams, 15 to 35 percent slopes"
5644,460.094,766.87,10.8633,4.5575,-1.74833,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5645,477.495,766.46,10.7292,4.45708,-1.815,"Vanzile silt loam, 0 to 6 percent slopes"
5646,442.06,755.57,10.5908,4.23958,-2.11167,"Stambaugh silt loam, 6 to 15 percent slopes"
5647,493.788,754.48,10.485,4.19042,-2.10417,"Wabeno-Net silt loams, 0 to 6 percent slopes, very stony"
5648,489.031,761.83,10.5075,4.21958,-2.06833,"Argonne fine sandy loam, 0 to 6 percent slopes"
5649,467.734,784.01,10.5567,4.31458,-1.9275,"Argonne fine sandy loam, 6 to 18 percent slopes"
5650,458.844,781.93,10.4433,4.26208,-1.91917,"Witbeck muck, 0 to 1 percent slopes, very stony"
5651,479.497,769.92,10.2258,4.15167,-1.9225,"Argonne fine sandy loam, 0 to 6 percent slopes"
5652,471.234,766.06,10.095,4.11792,-1.85917,"Vilas-Rubicon complex , 1 to 6 percent slopes"
5653,410.707,769.36,10.2392,4.29167,-1.65583,"Vilas loamy sand, 18 to 35 percent slopes"
5654,378.283,782.36,10.5458,4.67667,-1.1925,"Zandi-Stutts complex, 6 to 18 percent slopes"
5655,315.999,785.03,10.7383,4.83583,-1.06667,"Rousseau-Ocqueoc fine sands, dissected, 15 to 70 percent slopes"
5656,265.566,796.21,11.1183,5.15667,-0.805,"Nunica-Gay complex, 1 to 6 percent slopes"
5657,312.55,818.45,10.9808,5.21208,-0.55667,"Abbaye-Munising loamy fine sands, 1 to 8 percent slopes"
5658,341.453,818.57,10.8683,5.18417,-0.5,"Munising-Alcona-Liminga complex, dissected, 8 to 35 percent slopes"
5659,384.685,809.51,10.7533,5.15958,-0.43417,"Frohling-Yalmer complex, dissected, 15 to 60 percent slopes"
5660,389.796,814.9,10.3158,4.98833,-0.33917,"Kalkaska-Waiska sands, 0 to 8 percent slopes"
5661,266.905,772.56,10.5183,5.33958,0.16083,"Munising-Skanee complex, 0 to 8 percent slopes"
5662,234.909,763.54,10.2108,5.34333,0.47583,"Kalkaska sand, 0 to 8 percent slopes"
5663,265.039,904.39,14.0083,8.66125,3.31417,NA
5664,258.979,893.46,13.9867,8.62792,3.26917,"Casco loam, 12 to 20 percent slopes, eroded"
5665,249.092,871.48,13.9383,8.48542,3.0325,"Miami silt loam, 2 to 6 percent slopes"
5666,230.679,872.14,13.9025,8.44083,2.97917,Water
5667,259.572,882.66,13.8492,8.45417,3.05917,"Miami silt loam, 2 to 6 percent slopes"
5668,261.882,885.25,13.7842,8.47208,3.16,"Hochheim loam, 6 to 12 percent slopes, eroded"
5669,235.235,885.24,13.7433,8.4175,3.09167,Water
5670,248.132,883.26,13.5017,8.29208,3.0825,Sebewa silt loam
5671,265.232,882.26,13.2225,8.12,3.0175,"Hochheim loam, 6 to 12 percent slopes, eroded"
5672,313.424,876.46,13.0133,7.84125,2.66917,"Hochheim loam, 6 to 12 percent slopes, eroded"
5673,313.937,864.11,13.0892,7.75375,2.41833,"Casco-Rodman complex, 20 to 35 percent slopes"
5674,349.702,845.94,12.895,7.49833,2.10167,Pella silt loam
5675,329.408,838.5,12.995,7.59417,2.19333,"Theresa silt loam, 2 to 6 percent slopes, eroded"
5676,298.951,840.86,13.0275,7.60042,2.17333,"Brookston silt loam, 0 to 3 percent slopes"
5677,289.128,835.19,13.045,7.6175,2.19,Pella silt loam
5678,325.273,823.84,13.0417,7.60792,2.17417,"Virgil silt loam, 0 to 2 percent slopes"
5679,333.547,815.06,13.0533,7.585,2.11667,"Hochheim loam, 20 to 30 percent slopes"
5680,332.231,788.77,12.7908,7.55375,2.31667,"Theresa silt loam, 2 to 6 percent slopes, eroded"
5681,310.483,771.6,12.7342,7.58292,2.43167,"Dodge silt loam, 2 to 6 percent slopes"
5682,232.564,772.27,12.7492,7.69042,2.63167,"Rimer loam, 2 to 6 percent slopes"
5683,225.508,779.29,12.8067,7.79292,2.77917,Water
5684,225.507,780.99,12.84,7.73083,2.62167,Water
5685,225.522,783.75,12.8183,7.63958,2.46083,Water
5686,225.52,784.42,12.8192,7.64417,2.46917,Water
5687,228.582,781.66,12.6758,7.53917,2.4025,Granby fine sandy loam
5688,242.969,782.38,12.5542,7.45167,2.34917,"Manawa silty clay loam, 0 to 3 percent slopes"
5689,256.029,790.63,12.5467,7.35125,2.15583,"Kewaunee silt loam, 2 to 6 percent slopes"
5690,241.434,795.53,12.57,7.2725,1.975,"Symco silt loam, 1 to 3 percent slopes"
5691,232.953,802.34,12.5825,7.155,1.7275,Carbondale muck
5692,243.821,797.89,12.4308,6.89208,1.35333,"Onaway loam, 2 to 6 percent slopes"
5693,262.302,795.01,12.4342,6.8375,1.24083,"Onaway fine sandy loam, 6 to 12 percent slopes, eroded"
5694,262.474,791.82,12.3425,6.66042,0.97833,"Onaway fine sandy loam, 6 to 12 percent slopes, eroded"
5695,262.221,790.87,12.375,6.57875,0.7825,"Onaway fine sandy loam, 6 to 12 percent slopes, eroded"
5696,250.472,790.98,12.3558,6.47708,0.59833,"Cormant loamy fine sand, 0 to 1 percent slopes"
5697,255.883,791.74,12.4492,6.51333,0.5775,"Seelyeville and Markey mucks, 0 to 1 percent slopes"
5698,259.424,792.19,12.3883,6.34333,0.29833,"Tilleda fine sandy loam, 6 to 15 percent slopes, eroded"
5699,264.42,781.85,12.2742,6.17,0.06583,"Wainola loamy fine sand, 0 to 3 percent slopes"
5700,305.286,776.91,12.1008,5.94708,-0.20667,"Padus fine sandy loam, 6 to 15 percent slopes"
5701,346.178,773.39,11.8,5.66833,-0.46333,"Padus fine sandy loam, 1 to 6 percent slopes"
5702,383.894,778.1,11.5575,5.42667,-0.70417,"Pence sandy loam, 15 to 35 percent slopes"
5703,385.408,779.75,11.3758,5.26917,-0.8375,"Padus fine sandy loam, 15 to 35 percent slopes"
5704,417.059,778.54,11.3625,5.25083,-0.86083,"Padus sandy loam, 15 to 35 percent slopes"
5705,425.313,776.73,11.1683,5.09875,-0.97083,"Padus sandy loam, 6 to 15 percent slopes"
5706,428.58,777.89,10.9892,4.935,-1.11917,"Vanzile silt loam, 0 to 6 percent slopes"
5707,463.242,776.49,10.92,4.86,-1.2,"Wabeno-Goodman silt loams, 6 to 15 percent slopes, very stony"
5708,456.167,771.73,10.9433,4.75708,-1.42917,"Padus-Pence sandy loams, 6 to 15 percent slopes"
5709,447.864,767.04,10.9617,4.66667,-1.62833,"Pence-Vilas complex, 6 to 15 percent slopes"
5710,455.935,763.88,10.83,4.56833,-1.69333,"Padus sandy loam, 6 to 15 percent slopes"
5711,466.774,762.34,10.7283,4.46083,-1.80667,"Vanzile silt loam, 0 to 6 percent slopes"
5712,481.12,752.61,10.6675,4.30417,-2.05917,"Wabeno-Goodwit silt loams, 1 to 6 percent slopes, very stony"
5713,482.491,752.56,10.365,4.005,-2.355,"Wabeno-Net silt loams, 0 to 6 percent slopes, very stony"
5714,481.685,764.79,10.4508,4.13625,-2.17833,"Wabeno silt loam, 1 to 6 percent slopes, very stony"
5715,434.126,768.2,10.6108,4.28875,-2.03333,"Minocqua-Channing complex, 0 to 3 percent slopes"
5716,465.307,773.03,10.5233,4.25167,-2.02,"Champion-Net very fine sandy loams, 0 to 6 percent slopes, very stony"
5717,454.803,775.66,10.3075,4.14667,-2.01417,"Loxley and Beseman soils, 0 to 1 percent slopes"
5718,458.921,775.68,10.1733,4.07667,-2.02,"Witbeck-Tacoosh complex,very stony"
5719,468.434,797.66,10.0167,4.22167,-1.57333,"Lupton and Cathro soils, 0 to 1 percent slopes"
5720,370.578,807.23,10.5908,4.67167,-1.2475,"Robago-Tonkey complex, 0 to 2 percent slopes"
5721,372.785,814.7,10.905,5.01,-0.885,"Rousseau fine sand, 1 to 6 percent slopes"
5722,250.762,813.43,11.2183,5.18375,-0.85083,"Fence very fine sandy loam, 1 to 18 percent slopes, dissected"
5723,209.555,828.27,11.3675,5.42708,-0.51333,Sturgeon silt loam
5724,280.488,825.83,11.2358,5.4775,-0.28083,"Abbaye-Munising loamy fine sands, 1 to 8 percent slopes"
5725,234.911,816.79,11.2183,5.50375,-0.21083,"Allendale-Rudyard complex, 0 to 3 percent slopes"
5726,367.402,781.74,10.6233,5.22667,-0.17,"Frohling-Yalmer complex, dissected, 15 to 60 percent slopes"
5727,395.349,760.06,10.1225,5.0975,0.0725,"Trimountain-Paavola complex, dissected, 15 to 60 percent slopes"
5728,229.247,720.18,10.8167,5.62875,0.44083,"Montreal-Paavola complex, dissected, 1 to 12 percent slopes"
5729,183.481,718.27,10.3192,5.49917,0.67917,NA
5730,245.941,911.06,13.9658,8.61,3.25417,NA
5731,242.408,882.48,13.9167,8.55458,3.1925,"Fox loam, 2 to 6 percent slopes"
5732,251.678,869.41,13.9,8.49833,3.09667,"Morley silt loam, 6 to 12 percent slopes, eroded"
5733,242.409,864,13.8475,8.50917,3.17083,"Beecher silt loam, 1 to 3 percent slopes"
5734,244.957,871.5,13.8642,8.51375,3.16333,"Blount silt loam, 1 to 3 percent slopes"
5735,246.567,874.58,13.765,8.45375,3.1425,"Morley silt loam, 2 to 6 percent slopes"
5736,288.05,879.81,13.4033,8.42292,3.4425,"Hochheim loam, 6 to 12 percent slopes, eroded"
5737,265.109,878.74,13.4333,8.3825,3.33167,"Hochheim loam, 2 to 6 percent slopes, eroded"
5738,259.132,873.56,13.4,8.26583,3.13167,"Mundelein silt loam, 1 to 3 percent slopes"
5739,280.514,869.1,13.2625,8.13292,3.00333,Quarry
5740,295.526,868.42,12.9742,7.70292,2.43167,Palms mucky peat
5741,296.126,857.66,12.9492,7.68208,2.415,Houghton mucky peat
5742,345.333,847.35,12.8642,7.60083,2.3375,"Hochheim-Hennepin complex, 30 to 45 percent slopes"
5743,307.921,847.88,12.8783,7.505,2.13167,"Aztalan loam, 2 to 6 percent slopes"
5744,294.734,837.76,12.995,7.63,2.265,Pella silt loam
5745,323.605,826.82,13.0092,7.63042,2.25167,"Hochheim soils, 6 to 12 percent slopes, severely eroded"
5746,334.036,821.02,12.9792,7.59458,2.21,"Casco loam, 2 to 6 percent slopes"
5747,348.52,811.8,13.0458,7.70417,2.3625,"Theresa silt loam, 2 to 6 percent slopes, eroded"
5748,292.52,796.6,12.7408,7.55958,2.37833,"Hochheim loam, 12 to 20 percent slopes, eroded"
5749,299.981,786.46,12.6433,7.45792,2.2725,"Theresa silt loam, 2 to 6 percent slopes, eroded"
5750,273.486,786.33,12.6942,7.61167,2.52917,"Kewaunee soils, 2 to 6 percent slopes, severely eroded"
5751,303.383,785.25,12.5775,7.53208,2.48667,"Hochheim loam, 2 to 6 percent slopes"
5752,263.569,784.15,12.6425,7.57083,2.49917,"Poygan silty clay loam, 0 to 2 percent slopes"
5753,301.634,783.35,12.57,7.59167,2.61333,"Channahon loam, 6 to 12 percent slopes"
5754,244.374,780.46,12.6258,7.50167,2.3775,"Manawa-Kewaunee-Poygan complex, 0 to 4 percent slopes"
5755,220.754,780.75,12.6967,7.43583,2.175,"Kaukauna silty clay loam, 0 to 3 percent slopes"
5756,223.509,788.04,12.5975,7.33875,2.08,"Shiocton silt loam, clayey substratum, 0 to 3 percent slopes"
5757,242.049,793.86,12.5567,7.27333,1.99,"Hortonville silt loam, 2 to 6 percent slopes"
5758,252.116,801.27,12.5142,7.12208,1.73,"Hortonville silt loam, limestone substratum, 2 to 6 percent slopes"
5759,267,798.12,12.4742,6.97708,1.48,"Onaway loam, 2 to 6 percent slopes"
